Mod:Item:MetaData, Localized Name
avaritia:infinity_boots, Infinity Boots
avaritia:skullfire_sword, Skullfire Sword
avaritia:endest_pearl, Endest Pearl
avaritia:ultimate_stew, Ultimate Stew
avaritia:cosmic_meatballs, Cosmic Meatballs
avaritia:matter_cluster, Matter Cluster
avaritia:compressed_crafting_table, Compressed Crafting Table
avaritia:double_compressed_crafting_table, Double Compressed Crafting Table
avaritia:extreme_crafting_table, Extreme Crafting Table
avaritia:block_resource:0, Neutronium Block
avaritia:block_resource:1, Infinity Block
avaritia:block_resource:2, Crystal Matrix
avaritia:neutron_collector, Neutron Collector
avaritia:neutronium_compressor, Neutronium Compressor
forestry:fertilizer_bio, Compost
forestry:fertilizer_compound, Fertilizer
forestry:apatite, Apatite
forestry:research_note, %s's Notes
forestry:portable_alyzer, Portable Analyzer
forestry:ingot_copper, Copper Ingot
forestry:ingot_tin, Tin Ingot
forestry:ingot_bronze, Bronze Ingot
forestry:wrench, Wrench
forestry:pipette, Pipette
forestry:sturdy_machine, Sturdy Casing
forestry:hardened_machine, Hardened Casing
forestry:impregnated_casing, Impregnated Casing
forestry:flexible_casing, Flexible Casing
forestry:crafting_material:0, Pulsating Dust
forestry:crafting_material:1, Pulsating Mesh
forestry:crafting_material:2, Silk Wisp
forestry:crafting_material:3, Woven Silk
forestry:crafting_material:4, Dissipation Charge
forestry:crafting_material:5, Ice Shard
forestry:crafting_material:6, Scented Paneling
forestry:crafting_material:7, Camouflaged Paneling
forestry:naturalist_helmet, Spectacles
forestry:peat, Peat
forestry:ash, Ash
forestry:bituminous_peat, Bituminous Peat
forestry:gear_bronze, Bronze Gear
forestry:gear_copper, Copper Gear
forestry:gear_tin, Tin Gear
forestry:chipsets:0, Basic Circuit Board
forestry:chipsets:1, Enhanced Circuit Board
forestry:chipsets:2, Refined Circuit Board
forestry:chipsets:3, Intricate Circuit Board
forestry:soldering_iron, Soldering Iron
forestry:carton, Carton
forestry:oak_stick, Impregnated Stick
forestry:wood_pulp, Wood Pulp
forestry:broken_bronze_pickaxe, Broken Pickaxe
forestry:broken_bronze_shovel, Broken Shovel
forestry:bronze_pickaxe, Survivalist's Pickaxe
forestry:bronze_shovel, Survivalist's Shovel
forestry:kit_shovel, Shovel Kit
forestry:kit_pickaxe, Pickaxe Kit
forestry:mouldy_wheat, Mouldy Wheat
forestry:decaying_wheat, Decaying Wheat
forestry:mulch, Mulch
forestry:iodine_capsule, Iodine Capsule
forestry:phosphor, Phosphor
forestry:beeswax, Beeswax
forestry:refractory_wax, Refractory Wax
forestry:fruits:0, Cherry
forestry:fruits:1, Walnut
forestry:fruits:2, Chestnut
forestry:fruits:3, Lemon
forestry:fruits:4, Plum
forestry:fruits:5, Date
forestry:fruits:6, Papaya
forestry:analyzer:0, Analyzer
forestry:escritoire:0, Escritoire
forestry:bog_earth:0, Bog Earth
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:crate, Crate
forestry:habitat_locator, Habitat Locator
forestry:imprinter, Imprinter
forestry:cart.beehouse:0, Minecart with Bee House
forestry:cart.beehouse:1, Minecart with Apiary
forestry:frame_untreated, Untreated Frame
forestry:frame_impregnated, Impregnated Frame
forestry:frame_proven, Proven Frame
forestry:honey_drop:0, Honey Drop
forestry:pollen:0, Pollen Cluster
forestry:pollen:1, Crystalline Pollen Cluster
forestry:propolis:0, Propolis
forestry:propolis:1, Sticky Propolis
forestry:propolis:3, Silky Propolis
forestry:honeydew, Honeydew
forestry:royal_jelly, Royal Jelly
forestry:wax_cast, Wax Cast
forestry:bee_combs:0, Honey Comb
forestry:bee_combs:2, Simmering Comb
forestry:bee_combs:3, Stringy Comb
forestry:bee_combs:4, Frozen Comb
forestry:bee_combs:5, Dripping Comb
forestry:bee_combs:6, Silky Comb
forestry:bee_combs:7, Parched Comb
forestry:bee_combs:15, Mossy Comb
forestry:bee_combs:16, Mellow Comb
forestry:apiarist_helmet, Apiarist's Hat
forestry:apiarist_chest, Apiarist's Shirt
forestry:apiarist_legs, Apiarist's Pants
forestry:apiarist_boots, Apiarist's Shoes
forestry:scoop, Scoop
forestry:smoker, Bee Smoker
forestry:apiary:0, Apiary
forestry:bee_house:0, Bee House
forestry:bee_chest:0, Apiarist's Chest
forestry:beehives:0, Forest Hive
forestry:beehives:1, Meadows Hive
forestry:beehives:2, Modest Hive
forestry:beehives:3, Tropical Hive
forestry:beehives:4, Ender Hive
forestry:beehives:5, Wintry Hive
forestry:beehives:6, Marshy Hive
forestry:candle:0, Unlit Candle
forestry:stump:0, Candle Stump
forestry:bee_combs_0:0, Honey Comb Block
forestry:bee_combs_0:2, Simmering Comb Block
forestry:bee_combs_0:3, Stringy Comb Block
forestry:bee_combs_0:4, Frozen Comb Block
forestry:bee_combs_0:5, Dripping Comb Block
forestry:bee_combs_0:6, Silky Comb Block
forestry:bee_combs_0:7, Parched Comb Block
forestry:bee_combs_0:15, Mossy Comb Block
forestry:bee_combs_1:0, Mellow Comb Block
forestry:alveary.plain:0, Alveary
forestry:alveary.swarmer:0, Alveary Swarmer
forestry:alveary.fan:0, Alveary Fan
forestry:alveary.heater:0, Alveary Heater
forestry:alveary.hygro:0, Alveary Hygroregulator
forestry:alveary.stabiliser:0, Alveary Stabiliser
forestry:alveary.sieve:0, Alveary Sieve
forestry:grafter, Grafter
forestry:grafter_proven, Proven Grafter
forestry:logs.0:0, Larch Wood
forestry:logs.0:1, Teak Wood
forestry:logs.0:2, Desert Acacia Wood
forestry:logs.0:3, Lime Wood
forestry:logs.1:0, Chestnut Wood
forestry:logs.1:1, Wenge Wood
forestry:logs.1:2, Baobab Wood
forestry:logs.1:3, Sequoia Wood
forestry:logs.2:0, Kapok Wood
forestry:logs.2:1, Ebony Wood
forestry:logs.2:2, Mahogany Wood
forestry:logs.2:3, Balsa Wood
forestry:logs.3:0, Willow Wood
forestry:logs.3:1, Walnut Wood
forestry:logs.3:2, Greenheart Wood
forestry:logs.3:3, Cherry Wood
forestry:logs.4:0, Mahoe Wood
forestry:logs.4:1, Poplar Wood
forestry:logs.4:2, Palm Wood
forestry:logs.4:3, Papaya Wood
forestry:logs.5:0, Pine Wood
forestry:logs.5:1, Plum Wood
forestry:logs.5:2, Maple Wood
forestry:logs.5:3, Citrus Wood
forestry:logs.6:0, Giant Sequoia Wood
forestry:logs.6:1, Ipe Wood
forestry:logs.6:2, Padauk Wood
forestry:logs.6:3, Cocobolo Wood
forestry:logs.7:0, Zebrawood Wood
forestry:logs.fireproof.0:0, Larch Wood (Fireproof)
forestry:logs.fireproof.0:1, Teak Wood (Fireproof)
forestry:logs.fireproof.0:2, Desert Acacia Wood (Fireproof)
forestry:logs.fireproof.0:3, Lime Wood (Fireproof)
forestry:logs.fireproof.1:0, Chestnut Wood (Fireproof)
forestry:logs.fireproof.1:1, Wenge Wood (Fireproof)
forestry:logs.fireproof.1:2, Baobab Wood (Fireproof)
forestry:logs.fireproof.1:3, Sequoia Wood (Fireproof)
forestry:logs.fireproof.2:0, Kapok Wood (Fireproof)
forestry:logs.fireproof.2:1, Ebony Wood (Fireproof)
forestry:logs.fireproof.2:2, Mahogany Wood (Fireproof)
forestry:logs.fireproof.2:3, Balsa Wood (Fireproof)
forestry:logs.fireproof.3:0, Willow Wood (Fireproof)
forestry:logs.fireproof.3:1, Walnut Wood (Fireproof)
forestry:logs.fireproof.3:2, Greenheart Wood (Fireproof)
forestry:logs.fireproof.3:3, Cherry Wood (Fireproof)
forestry:logs.fireproof.4:0, Mahoe Wood (Fireproof)
forestry:logs.fireproof.4:1, Poplar Wood (Fireproof)
forestry:logs.fireproof.4:2, Palm Wood (Fireproof)
forestry:logs.fireproof.4:3, Papaya Wood (Fireproof)
forestry:logs.fireproof.5:0, Pine Wood (Fireproof)
forestry:logs.fireproof.5:1, Plum Wood (Fireproof)
forestry:logs.fireproof.5:2, Maple Wood (Fireproof)
forestry:logs.fireproof.5:3, Citrus Wood (Fireproof)
forestry:logs.fireproof.6:0, Giant Sequoia Wood (Fireproof)
forestry:logs.fireproof.6:1, Ipe Wood (Fireproof)
forestry:logs.fireproof.6:2, Padauk Wood (Fireproof)
forestry:logs.fireproof.6:3, Cocobolo Wood (Fireproof)
forestry:logs.fireproof.7:0, Zebrawood Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:0, Oak Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:1, Spruce Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:2, Birch Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:3, Jungle Wood (Fireproof)
forestry:logs.vanilla.fireproof.1:0, Acacia Wood (Fireproof)
forestry:logs.vanilla.fireproof.1:1, Dark Oak Wood (Fireproof)
forestry:planks.0:0, Larch Wood Planks
forestry:planks.0:1, Teak Wood Planks
forestry:planks.0:2, Desert Acacia Wood Planks
forestry:planks.0:3, Lime Wood Planks
forestry:planks.0:4, Chestnut Wood Planks
forestry:planks.0:5, Wenge Wood Planks
forestry:planks.0:6, Baobab Wood Planks
forestry:planks.0:7, Sequoia Wood Planks
forestry:planks.0:8, Kapok Wood Planks
forestry:planks.0:9, Ebony Wood Planks
forestry:planks.0:10, Mahogany Wood Planks
forestry:planks.0:11, Balsa Wood Planks
forestry:planks.0:12, Willow Wood Planks
forestry:planks.0:13, Walnut Wood Planks
forestry:planks.0:14, Greenheart Wood Planks
forestry:planks.0:15, Cherry Wood Planks
forestry:planks.1:0, Mahoe Wood Planks
forestry:planks.1:1, Poplar Wood Planks
forestry:planks.1:2, Palm Wood Planks
forestry:planks.1:3, Papaya Wood Planks
forestry:planks.1:4, Pine Wood Planks
forestry:planks.1:5, Plum Wood Planks
forestry:planks.1:6, Maple Wood Planks
forestry:planks.1:7, Citrus Wood Planks
forestry:planks.1:8, Giant Sequoia Wood Planks
forestry:planks.1:9, Ipe Wood Planks
forestry:planks.1:10, Padauk Wood Planks
forestry:planks.1:11, Cocobolo Wood Planks
forestry:planks.1:12, Zebrawood Wood Planks
forestry:planks.fireproof.0:0, Larch Wood Planks (Fireproof)
forestry:planks.fireproof.0:1, Teak Wood Planks (Fireproof)
forestry:planks.fireproof.0:2, Desert Acacia Wood Planks (Fireproof)
forestry:planks.fireproof.0:3, Lime Wood Planks (Fireproof)
forestry:planks.fireproof.0:4, Chestnut Wood Planks (Fireproof)
forestry:planks.fireproof.0:5, Wenge Wood Planks (Fireproof)
forestry:planks.fireproof.0:6, Baobab Wood Planks (Fireproof)
forestry:planks.fireproof.0:7, Sequoia Wood Planks (Fireproof)
forestry:planks.fireproof.0:8, Kapok Wood Planks (Fireproof)
forestry:planks.fireproof.0:9, Ebony Wood Planks (Fireproof)
forestry:planks.fireproof.0:10, Mahogany Wood Planks (Fireproof)
forestry:planks.fireproof.0:11, Balsa Wood Planks (Fireproof)
forestry:planks.fireproof.0:12, Willow Wood Planks (Fireproof)
forestry:planks.fireproof.0:13, Walnut Wood Planks (Fireproof)
forestry:planks.fireproof.0:14, Greenheart Wood Planks (Fireproof)
forestry:planks.fireproof.0:15, Cherry Wood Planks (Fireproof)
forestry:planks.fireproof.1:0, Mahoe Wood Planks (Fireproof)
forestry:planks.fireproof.1:1, Poplar Wood Planks (Fireproof)
forestry:planks.fireproof.1:2, Palm Wood Planks (Fireproof)
forestry:planks.fireproof.1:3, Papaya Wood Planks (Fireproof)
forestry:planks.fireproof.1:4, Pine Wood Planks (Fireproof)
forestry:planks.fireproof.1:5, Plum Wood Planks (Fireproof)
forestry:planks.fireproof.1:6, Maple Wood Planks (Fireproof)
forestry:planks.fireproof.1:7, Citrus Wood Planks (Fireproof)
forestry:planks.fireproof.1:8, Giant Sequoia Wood Planks (Fireproof)
forestry:planks.fireproof.1:9, Ipe Wood Planks (Fireproof)
forestry:planks.fireproof.1:10, Padauk Wood Planks (Fireproof)
forestry:planks.fireproof.1:11, Cocobolo Wood Planks (Fireproof)
forestry:planks.fireproof.1:12, Zebrawood Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:0, Oak Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:1, Spruce Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:2, Birch Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:3, Jungle Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:4, Acacia Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:5, Dark Oak Wood Planks (Fireproof)
forestry:slabs.0:0, Larch Wood Slab
forestry:slabs.0:1, Teak Wood Slab
forestry:slabs.0:2, Desert Acacia Wood Slab
forestry:slabs.0:3, Lime Wood Slab
forestry:slabs.0:4, Chestnut Wood Slab
forestry:slabs.0:5, Wenge Wood Slab
forestry:slabs.0:6, Baobab Wood Slab
forestry:slabs.0:7, Sequoia Wood Slab
forestry:slabs.1:0, Kapok Wood Slab
forestry:slabs.1:1, Ebony Wood Slab
forestry:slabs.1:2, Mahogany Wood Slab
forestry:slabs.1:3, Balsa Wood Slab
forestry:slabs.1:4, Willow Wood Slab
forestry:slabs.1:5, Walnut Wood Slab
forestry:slabs.1:6, Greenheart Wood Slab
forestry:slabs.1:7, Cherry Wood Slab
forestry:slabs.2:0, Mahoe Wood Slab
forestry:slabs.2:1, Poplar Wood Slab
forestry:slabs.2:2, Palm Wood Slab
forestry:slabs.2:3, Papaya Wood Slab
forestry:slabs.2:4, Pine Wood Slab
forestry:slabs.2:5, Plum Wood Slab
forestry:slabs.2:6, Maple Wood Slab
forestry:slabs.2:7, Citrus Wood Slab
forestry:slabs.3:0, Giant Sequoia Wood Slab
forestry:slabs.3:1, Ipe Wood Slab
forestry:slabs.3:2, Padauk Wood Slab
forestry:slabs.3:3, Cocobolo Wood Slab
forestry:slabs.3:4, Zebrawood Wood Slab
forestry:slabs.fireproof.0:0, Larch Wood Slab (Fireproof)
forestry:slabs.fireproof.0:1, Teak Wood Slab (Fireproof)
forestry:slabs.fireproof.0:2, Desert Acacia Wood Slab (Fireproof)
forestry:slabs.fireproof.0:3, Lime Wood Slab (Fireproof)
forestry:slabs.fireproof.0:4, Chestnut Wood Slab (Fireproof)
forestry:slabs.fireproof.0:5, Wenge Wood Slab (Fireproof)
forestry:slabs.fireproof.0:6, Baobab Wood Slab (Fireproof)
forestry:slabs.fireproof.0:7, Sequoia Wood Slab (Fireproof)
forestry:slabs.fireproof.1:0, Kapok Wood Slab (Fireproof)
forestry:slabs.fireproof.1:1, Ebony Wood Slab (Fireproof)
forestry:slabs.fireproof.1:2, Mahogany Wood Slab (Fireproof)
forestry:slabs.fireproof.1:3, Balsa Wood Slab (Fireproof)
forestry:slabs.fireproof.1:4, Willow Wood Slab (Fireproof)
forestry:slabs.fireproof.1:5, Walnut Wood Slab (Fireproof)
forestry:slabs.fireproof.1:6, Greenheart Wood Slab (Fireproof)
forestry:slabs.fireproof.1:7, Cherry Wood Slab (Fireproof)
forestry:slabs.fireproof.2:0, Mahoe Wood Slab (Fireproof)
forestry:slabs.fireproof.2:1, Poplar Wood Slab (Fireproof)
forestry:slabs.fireproof.2:2, Palm Wood Slab (Fireproof)
forestry:slabs.fireproof.2:3, Papaya Wood Slab (Fireproof)
forestry:slabs.fireproof.2:4, Pine Wood Slab (Fireproof)
forestry:slabs.fireproof.2:5, Plum Wood Slab (Fireproof)
forestry:slabs.fireproof.2:6, Maple Wood Slab (Fireproof)
forestry:slabs.fireproof.2:7, Citrus Wood Slab (Fireproof)
forestry:slabs.fireproof.3:0, Giant Sequoia Wood Slab (Fireproof)
forestry:slabs.fireproof.3:1, Ipe Wood Slab (Fireproof)
forestry:slabs.fireproof.3:2, Padauk Wood Slab (Fireproof)
forestry:slabs.fireproof.3:3, Cocobolo Wood Slab (Fireproof)
forestry:slabs.fireproof.3:4, Zebrawood Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:0, Oak Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:1, Spruce Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:2, Birch Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:3, Jungle Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:4, Acacia Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:5, Dark Oak Wood Slab (Fireproof)
forestry:fences.0:0, Larch Fence
forestry:fences.0:1, Teak Fence
forestry:fences.0:2, Desert Acacia Fence
forestry:fences.0:3, Lime Fence
forestry:fences.0:4, Chestnut Fence
forestry:fences.0:5, Wenge Fence
forestry:fences.0:6, Baobab Fence
forestry:fences.0:7, Sequoia Fence
forestry:fences.0:8, Kapok Fence
forestry:fences.0:9, Ebony Fence
forestry:fences.0:10, Mahogany Fence
forestry:fences.0:11, Balsa Fence
forestry:fences.0:12, Willow Fence
forestry:fences.0:13, Walnut Fence
forestry:fences.0:14, Greenheart Fence
forestry:fences.0:15, Cherry Fence
forestry:fences.1:0, Mahoe Fence
forestry:fences.1:1, Poplar Fence
forestry:fences.1:2, Palm Fence
forestry:fences.1:3, Papaya Fence
forestry:fences.1:4, Pine Fence
forestry:fences.1:5, Plum Fence
forestry:fences.1:6, Maple Fence
forestry:fences.1:7, Citrus Fence
forestry:fences.1:8, Giant Sequoia Fence
forestry:fences.1:9, Ipe Fence
forestry:fences.1:10, Padauk Fence
forestry:fences.1:11, Cocobolo Fence
forestry:fences.1:12, Zebrawood Fence
forestry:fences.fireproof.0:0, Larch Fence (Fireproof)
forestry:fences.fireproof.0:1, Teak Fence (Fireproof)
forestry:fences.fireproof.0:2, Desert Acacia Fence (Fireproof)
forestry:fences.fireproof.0:3, Lime Fence (Fireproof)
forestry:fences.fireproof.0:4, Chestnut Fence (Fireproof)
forestry:fences.fireproof.0:5, Wenge Fence (Fireproof)
forestry:fences.fireproof.0:6, Baobab Fence (Fireproof)
forestry:fences.fireproof.0:7, Sequoia Fence (Fireproof)
forestry:fences.fireproof.0:8, Kapok Fence (Fireproof)
forestry:fences.fireproof.0:9, Ebony Fence (Fireproof)
forestry:fences.fireproof.0:10, Mahogany Fence (Fireproof)
forestry:fences.fireproof.0:11, Balsa Fence (Fireproof)
forestry:fences.fireproof.0:12, Willow Fence (Fireproof)
forestry:fences.fireproof.0:13, Walnut Fence (Fireproof)
forestry:fences.fireproof.0:14, Greenheart Fence (Fireproof)
forestry:fences.fireproof.0:15, Cherry Fence (Fireproof)
forestry:fences.fireproof.1:0, Mahoe Fence (Fireproof)
